order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-045673,2,5,Over-ear Headphones,audio,3,199.95,599.85,pending,2026-07-23T00:01:19+00:00
ORD-045674,9,2,Wireless Mouse,peripherals,1,49.50,49.50,cancelled,2026-07-23T12:36:22+00:00
ORD-045675,10,3,27in 1440p Monitor,displays,5,319.99,1599.95,cancelled,2026-07-23T16:31:43+00:00
ORD-045676,1,2,Wireless Mouse,peripherals,3,49.50,148.50,refunded,2026-07-23T09:18:09+00:00
ORD-045677,9,2,Wireless Mouse,peripherals,5,49.50,247.50,completed,2026-07-23T09:00:37+00:00
ORD-045678,3,3,27in 1440p Monitor,displays,2,319.99,639.98,refunded,2026-07-23T22:53:29+00:00
ORD-045679,10,6,Desk Speakers Pair,audio,1,89.00,89.00,refunded,2026-07-23T14:12:02+00:00
ORD-045680,1,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-07-23T00:38:38+00:00
ORD-045681,8,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,cancelled,2026-07-23T19:26:36+00:00
ORD-045682,4,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,refunded,2026-07-23T12:25:50+00:00
ORD-045683,8,5,Over-ear Headphones,audio,5,199.95,999.75,pending,2026-07-23T10:05:07+00:00
ORD-045684,6,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,completed,2026-07-23T12:48:17+00:00
ORD-045685,9,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,pending,2026-07-23T13:38:18+00:00
ORD-045686,10,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,cancelled,2026-07-23T02:02:36+00:00
ORD-045687,5,7,Standing Desk 120cm,furniture,4,449.00,1796.00,refunded,2026-07-23T22:46:57+00:00
ORD-045688,5,8,Ergonomic Chair,furniture,2,612.75,1225.50,cancelled,2026-07-23T09:31:41+00:00
ORD-045689,6,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-07-23T23:21:15+00:00
ORD-045690,5,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,pending,2026-07-23T22:22:05+00:00
ORD-045691,5,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-07-23T09:35:16+00:00
ORD-045692,5,5,Over-ear Headphones,audio,4,199.95,799.80,refunded,2026-07-23T09:48:00+00:00
ORD-045693,9,8,Ergonomic Chair,furniture,3,612.75,1838.25,refunded,2026-07-23T12:37:35+00:00
ORD-045694,7,5,Over-ear Headphones,audio,1,199.95,199.95,pending,2026-07-23T02:25:46+00:00
ORD-045695,10,5,Over-ear Headphones,audio,4,199.95,799.80,cancelled,2026-07-23T13:32:48+00:00
ORD-045696,9,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-07-23T10:26:57+00:00
ORD-045697,2,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,completed,2026-07-23T01:01:35+00:00
ORD-045698,2,2,Wireless Mouse,peripherals,2,49.50,99.00,cancelled,2026-07-23T23:08:18+00:00
ORD-045699,4,3,27in 1440p Monitor,displays,1,319.99,319.99,pending,2026-07-23T06:15:14+00:00
ORD-045700,1,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-07-23T08:59:12+00:00
ORD-045701,9,3,27in 1440p Monitor,displays,4,319.99,1279.96,refunded,2026-07-23T11:28:32+00:00
ORD-045702,9,8,Ergonomic Chair,furniture,3,612.75,1838.25,pending,2026-07-23T17:05:22+00:00
ORD-045703,7,5,Over-ear Headphones,audio,1,199.95,199.95,pending,2026-07-23T14:21:49+00:00
ORD-045704,1,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,refunded,2026-07-23T10:53:10+00:00
ORD-045705,6,3,27in 1440p Monitor,displays,2,319.99,639.98,pending,2026-07-23T20:16:51+00:00
ORD-045706,4,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-07-23T01:12:57+00:00
ORD-045707,9,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,pending,2026-07-23T03:19:01+00:00
ORD-045708,8,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-07-23T22:08:49+00:00
ORD-045709,7,2,Wireless Mouse,peripherals,4,49.50,198.00,pending,2026-07-23T21:21:10+00:00
ORD-045710,10,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-07-23T22:11:12+00:00
ORD-045711,3,3,27in 1440p Monitor,displays,4,319.99,1279.96,cancelled,2026-07-23T15:04:45+00:00
ORD-045712,8,3,27in 1440p Monitor,displays,3,319.99,959.97,completed,2026-07-23T03:08:15+00:00
ORD-045713,8,6,Desk Speakers Pair,audio,1,89.00,89.00,cancelled,2026-07-23T17:18:39+00:00
ORD-045714,9,5,Over-ear Headphones,audio,3,199.95,599.85,cancelled,2026-07-23T20:11:05+00:00
ORD-045715,1,6,Desk Speakers Pair,audio,4,89.00,356.00,cancelled,2026-07-23T12:01:20+00:00
ORD-045716,10,3,27in 1440p Monitor,displays,1,319.99,319.99,pending,2026-07-23T06:51:05+00:00
ORD-045717,10,8,Ergonomic Chair,furniture,4,612.75,2451.00,cancelled,2026-07-23T19:45:31+00:00
ORD-045718,7,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,completed,2026-07-23T10:58:45+00:00
ORD-045719,6,6,Desk Speakers Pair,audio,1,89.00,89.00,pending,2026-07-23T22:13:47+00:00
ORD-045720,7,5,Over-ear Headphones,audio,2,199.95,399.90,cancelled,2026-07-23T01:37:47+00:00
ORD-045721,8,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,refunded,2026-07-23T01:16:24+00:00
ORD-045722,5,2,Wireless Mouse,peripherals,2,49.50,99.00,cancelled,2026-07-23T01:52:12+00:00
ORD-045723,7,7,Standing Desk 120cm,furniture,2,449.00,898.00,cancelled,2026-07-23T08:34:46+00:00
ORD-045724,4,3,27in 1440p Monitor,displays,4,319.99,1279.96,cancelled,2026-07-23T18:37:15+00:00
ORD-045725,2,5,Over-ear Headphones,audio,5,199.95,999.75,cancelled,2026-07-23T13:45:33+00:00
ORD-045726,9,7,Standing Desk 120cm,furniture,1,449.00,449.00,pending,2026-07-23T05:34:17+00:00
ORD-045727,5,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-23T16:59:49+00:00
ORD-045728,3,2,Wireless Mouse,peripherals,3,49.50,148.50,cancelled,2026-07-23T08:44:39+00:00
ORD-045729,1,7,Standing Desk 120cm,furniture,4,449.00,1796.00,cancelled,2026-07-23T04:35:14+00:00
ORD-045730,9,5,Over-ear Headphones,audio,1,199.95,199.95,pending,2026-07-23T10:40:25+00:00
ORD-045731,8,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,refunded,2026-07-23T01:41:10+00:00
ORD-045732,8,2,Wireless Mouse,peripherals,4,49.50,198.00,pending,2026-07-23T00:12:40+00:00
ORD-045733,8,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-23T06:04:03+00:00
ORD-045734,9,3,27in 1440p Monitor,displays,2,319.99,639.98,pending,2026-07-23T13:50:27+00:00
ORD-045735,5,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,pending,2026-07-23T18:40:16+00:00
ORD-045736,4,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,pending,2026-07-23T02:59:33+00:00
ORD-045737,4,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,pending,2026-07-23T10:36:28+00:00
ORD-045738,10,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,completed,2026-07-23T09:44:56+00:00
ORD-045739,3,5,Over-ear Headphones,audio,5,199.95,999.75,refunded,2026-07-23T19:55:35+00:00
ORD-045740,8,2,Wireless Mouse,peripherals,3,49.50,148.50,refunded,2026-07-23T09:48:06+00:00
ORD-045741,7,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,completed,2026-07-23T23:29:20+00:00
ORD-045742,7,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-07-23T00:13:10+00:00
ORD-045743,1,8,Ergonomic Chair,furniture,2,612.75,1225.50,refunded,2026-07-23T13:44:10+00:00
ORD-045744,7,6,Desk Speakers Pair,audio,4,89.00,356.00,cancelled,2026-07-23T04:26:18+00:00
ORD-045745,8,6,Desk Speakers Pair,audio,4,89.00,356.00,completed,2026-07-23T06:25:17+00:00
ORD-045746,6,6,Desk Speakers Pair,audio,5,89.00,445.00,pending,2026-07-23T13:08:24+00:00
ORD-045747,1,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,completed,2026-07-23T22:49:56+00:00
ORD-045748,7,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,completed,2026-07-23T05:10:27+00:00
ORD-045749,7,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,pending,2026-07-23T02:35:52+00:00
ORD-045750,1,2,Wireless Mouse,peripherals,4,49.50,198.00,refunded,2026-07-23T21:39:30+00:00
ORD-045751,2,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,pending,2026-07-23T02:53:13+00:00
ORD-045752,5,2,Wireless Mouse,peripherals,5,49.50,247.50,pending,2026-07-23T20:59:28+00:00
ORD-045753,6,3,27in 1440p Monitor,displays,2,319.99,639.98,pending,2026-07-23T05:50:40+00:00
ORD-045754,1,2,Wireless Mouse,peripherals,4,49.50,198.00,refunded,2026-07-23T13:23:38+00:00
ORD-045755,8,6,Desk Speakers Pair,audio,1,89.00,89.00,refunded,2026-07-23T16:15:20+00:00
ORD-045756,7,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,cancelled,2026-07-23T12:08:03+00:00
ORD-045757,8,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-07-23T14:25:04+00:00
ORD-045758,5,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-07-23T23:58:52+00:00
ORD-045759,10,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-07-23T10:18:23+00:00
ORD-045760,9,7,Standing Desk 120cm,furniture,4,449.00,1796.00,refunded,2026-07-23T17:24:27+00:00
ORD-045761,9,7,Standing Desk 120cm,furniture,5,449.00,2245.00,pending,2026-07-23T09:00:18+00:00
ORD-045762,5,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-07-23T02:45:18+00:00
ORD-045763,8,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-07-23T22:54:17+00:00
ORD-045764,5,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,pending,2026-07-23T13:55:09+00:00
ORD-045765,7,8,Ergonomic Chair,furniture,5,612.75,3063.75,completed,2026-07-23T17:29:01+00:00
ORD-045766,3,3,27in 1440p Monitor,displays,5,319.99,1599.95,pending,2026-07-23T15:15:03+00:00
ORD-045767,10,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,refunded,2026-07-23T10:26:45+00:00
ORD-045768,9,6,Desk Speakers Pair,audio,3,89.00,267.00,cancelled,2026-07-23T12:58:09+00:00
ORD-045769,8,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-07-23T01:35:50+00:00
ORD-045770,8,8,Ergonomic Chair,furniture,1,612.75,612.75,completed,2026-07-23T09:17:00+00:00
ORD-045771,10,7,Standing Desk 120cm,furniture,1,449.00,449.00,pending,2026-07-23T07:01:55+00:00
ORD-045772,1,2,Wireless Mouse,peripherals,2,49.50,99.00,completed,2026-07-23T18:34:50+00:00
ORD-045773,6,2,Wireless Mouse,peripherals,3,49.50,148.50,pending,2026-07-23T05:49:25+00:00
ORD-045774,2,2,Wireless Mouse,peripherals,5,49.50,247.50,cancelled,2026-07-23T12:24:08+00:00
ORD-045775,2,6,Desk Speakers Pair,audio,3,89.00,267.00,refunded,2026-07-23T11:34:06+00:00
ORD-045776,3,7,Standing Desk 120cm,furniture,2,449.00,-50.00,completed,2026-07-23T08:17:37+00:00
ORD-045777,7,8,Ergonomic Chair,furniture,2,612.75,1225.50,completed,2026-07-23T04:10:56+00:00
ORD-045778,8,3,27in 1440p Monitor,displays,2,319.99,639.98,cancelled,2026-07-23T23:36:44+00:00
ORD-045779,1,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,cancelled,2026-07-23T15:55:15+00:00
ORD-045780,7,5,Over-ear Headphones,audio,1,199.95,199.95,pending,2026-07-23T06:29:38+00:00
ORD-045781,5,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-07-23T19:18:09+00:00
ORD-045782,1,3,27in 1440p Monitor,displays,3,319.99,959.97,cancelled,2026-07-23T13:42:08+00:00
ORD-045783,6,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,cancelled,2026-07-23T06:02:10+00:00
ORD-045784,8,6,Desk Speakers Pair,audio,2,89.00,178.00,refunded,2026-07-23T05:49:51+00:00
ORD-045785,6,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,completed,2026-07-23T23:29:17+00:00
ORD-045786,1,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,refunded,2026-07-23T01:53:10+00:00
ORD-045787,6,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-07-23T04:22:14+00:00
ORD-045788,4,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,completed,2026-07-23T21:31:18+00:00
ORD-045789,5,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-07-23T07:00:12+00:00
ORD-045790,1,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,pending,2026-07-23T08:52:30+00:00
ORD-045791,5,6,Desk Speakers Pair,audio,1,89.00,89.00,cancelled,2026-07-23T13:50:02+00:00
ORD-045792,2,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,completed,2026-07-23T10:37:22+00:00
ORD-045793,6,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,refunded,2026-07-23T23:42:35+00:00
ORD-045794,9,3,27in 1440p Monitor,displays,2,319.99,639.98,completed,2026-07-23T13:10:20+00:00
ORD-045795,10,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,refunded,2026-07-23T19:22:16+00:00
ORD-045796,3,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,completed,2026-07-23T04:44:31+00:00
ORD-045797,3,7,Standing Desk 120cm,furniture,2,449.00,898.00,completed,2026-07-23T01:52:11+00:00
ORD-045798,5,2,Wireless Mouse,peripherals,1,49.50,49.50,cancelled,2026-07-23T02:12:06+00:00
ORD-045799,2,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,pending,2026-07-23T10:03:58+00:00
ORD-045800,3,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,cancelled,2026-07-23T23:06:57+00:00
ORD-045801,4,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,pending,2026-07-23T04:14:14+00:00
ORD-045802,1,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,completed,2026-07-23T23:22:15+00:00
ORD-045803,8,8,Ergonomic Chair,furniture,4,612.75,2451.00,pending,2026-07-23T10:26:56+00:00
ORD-045804,10,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-07-23T12:44:29+00:00
ORD-045805,10,6,Desk Speakers Pair,audio,4,89.00,356.00,refunded,2026-07-23T22:01:52+00:00
ORD-045806,10,6,Desk Speakers Pair,audio,3,89.00,267.00,cancelled,2026-07-23T11:30:41+00:00
ORD-045807,2,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,cancelled,2026-07-23T19:09:23+00:00
ORD-045808,9,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-23T18:13:45+00:00
ORD-045809,10,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,pending,2026-07-23T02:06:21+00:00
ORD-045810,9,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,refunded,2026-07-23T00:53:31+00:00
ORD-045811,4,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,pending,2026-07-23T06:46:28+00:00
ORD-045812,4,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,pending,2026-07-23T17:35:34+00:00
ORD-045813,6,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,cancelled,2026-07-23T21:49:04+00:00
ORD-045814,6,6,Desk Speakers Pair,audio,5,89.00,445.00,completed,2026-07-23T10:06:20+00:00
ORD-045815,2,7,Standing Desk 120cm,furniture,2,449.00,898.00,pending,2026-07-23T23:14:37+00:00
ORD-045816,3,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,pending,2026-07-23T04:32:43+00:00
ORD-045817,10,3,27in 1440p Monitor,displays,2,319.99,639.98,refunded,2026-07-23T06:33:48+00:00
ORD-045818,10,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-07-23T09:48:16+00:00
ORD-045819,1,6,Desk Speakers Pair,audio,4,89.00,356.00,refunded,2026-07-23T14:42:14+00:00
ORD-045820,3,3,27in 1440p Monitor,displays,2,319.99,639.98,completed,2026-07-23T15:44:47+00:00
ORD-045821,1,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,completed,2026-07-23T21:35:03+00:00
ORD-045822,3,2,Wireless Mouse,peripherals,1,49.50,49.50,cancelled,2026-07-23T13:16:36+00:00
ORD-045823,7,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,completed,2026-07-23T02:26:51+00:00
ORD-045824,3,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,cancelled,2026-07-23T22:14:55+00:00
ORD-045825,8,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-07-23T16:50:07+00:00
ORD-045826,8,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,refunded,2026-07-23T02:59:22+00:00
ORD-045827,4,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-23T13:44:47+00:00
ORD-045828,9,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,completed,2026-07-23T10:55:48+00:00
ORD-045829,6,2,Wireless Mouse,peripherals,1,49.50,49.50,refunded,2026-07-23T20:27:16+00:00
ORD-045830,6,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-07-23T08:13:08+00:00
ORD-045831,4,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-07-23T20:34:50+00:00
ORD-045832,10,5,Over-ear Headphones,audio,2,199.95,399.90,refunded,2026-07-23T13:44:58+00:00
ORD-045833,10,7,Standing Desk 120cm,furniture,2,449.00,898.00,pending,2026-07-23T09:17:28+00:00
ORD-045834,4,7,Standing Desk 120cm,furniture,3,449.00,1347.00,completed,2026-07-23T20:51:54+00:00
ORD-045835,5,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,refunded,2026-07-23T06:16:15+00:00
ORD-045836,5,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-23T17:01:30+00:00
ORD-045837,2,7,Standing Desk 120cm,furniture,3,449.00,1347.00,pending,2026-07-23T00:50:09+00:00
ORD-045838,8,2,Wireless Mouse,peripherals,4,49.50,198.00,cancelled,2026-07-23T13:17:13+00:00
ORD-045839,3,5,Over-ear Headphones,audio,1,199.95,199.95,completed,2026-07-23T13:06:47+00:00
ORD-045840,10,2,Wireless Mouse,peripherals,2,49.50,99.00,cancelled,2026-07-23T14:42:44+00:00
ORD-045841,4,8,Ergonomic Chair,furniture,5,612.75,3063.75,cancelled,2026-07-23T04:47:04+00:00
ORD-045842,9,3,27in 1440p Monitor,displays,2,319.99,639.98,pending,2026-07-23T05:52:43+00:00
ORD-045843,4,3,27in 1440p Monitor,displays,3,319.99,959.97,completed,2026-07-23T22:26:42+00:00
ORD-045844,1,6,Desk Speakers Pair,audio,4,89.00,356.00,pending,2026-07-23T15:53:56+00:00
ORD-045845,3,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,pending,2026-07-23T10:54:02+00:00
ORD-045846,2,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,refunded,2026-07-23T15:01:41+00:00
ORD-045847,3,2,Wireless Mouse,peripherals,2,49.50,99.00,completed,2026-07-23T20:18:20+00:00
ORD-045848,9,8,Ergonomic Chair,furniture,1,612.75,612.75,refunded,2026-07-23T05:27:11+00:00
ORD-045849,1,8,Ergonomic Chair,furniture,5,612.75,3063.75,completed,2026-07-23T06:21:44+00:00
ORD-045850,6,7,Standing Desk 120cm,furniture,5,449.00,2245.00,cancelled,2026-07-23T20:29:01+00:00
ORD-045851,2,6,Desk Speakers Pair,audio,1,89.00,89.00,pending,2026-07-23T12:20:20+00:00
ORD-045852,5,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,cancelled,2026-07-23T23:04:53+00:00
ORD-045853,1,2,Wireless Mouse,peripherals,2,49.50,99.00,completed,2026-07-23T08:03:14+00:00
ORD-045854,3,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,refunded,2026-07-23T20:26:10+00:00
ORD-045855,3,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,completed,2026-07-23T06:10:28+00:00
ORD-045856,10,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,pending,2026-07-23T15:20:25+00:00
ORD-045857,3,6,Desk Speakers Pair,audio,2,89.00,178.00,refunded,2026-07-23T15:49:58+00:00
ORD-045858,4,2,Wireless Mouse,peripherals,3,49.50,148.50,pending,2026-07-23T05:08:53+00:00
ORD-045859,7,8,Ergonomic Chair,furniture,1,612.75,612.75,cancelled,2026-07-23T07:06:05+00:00
ORD-045860,10,8,Ergonomic Chair,furniture,5,612.75,3063.75,pending,2026-07-23T03:59:55+00:00
ORD-045861,2,3,27in 1440p Monitor,displays,5,319.99,1599.95,completed,2026-07-23T18:40:50+00:00
ORD-045862,4,6,Desk Speakers Pair,audio,5,89.00,445.00,pending,2026-07-23T02:10:26+00:00
ORD-045863,3,6,Desk Speakers Pair,audio,3,89.00,267.00,cancelled,2026-07-23T17:30:53+00:00
ORD-045864,3,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,cancelled,2026-07-23T22:39:40+00:00
ORD-045865,8,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,completed,2026-07-23T22:26:55+00:00
ORD-045866,2,8,Ergonomic Chair,furniture,3,612.75,1838.25,refunded,2026-07-23T21:30:08+00:00
ORD-045867,8,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,refunded,2026-07-23T12:11:50+00:00
ORD-045868,8,2,Wireless Mouse,peripherals,3,49.50,148.50,pending,2026-07-23T14:13:40+00:00
ORD-045869,10,8,Ergonomic Chair,furniture,4,612.75,2451.00,completed,2026-07-23T21:31:03+00:00
ORD-045870,7,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,completed,2026-07-23T20:43:45+00:00
ORD-045871,1,2,Wireless Mouse,peripherals,1,49.50,49.50,completed,2026-07-23T02:21:37+00:00
ORD-045872,2,3,27in 1440p Monitor,displays,5,319.99,1599.95,pending,2026-07-23T07:52:44+00:00
ORD-045873,7,3,27in 1440p Monitor,displays,2,319.99,639.98,refunded,2026-07-23T01:28:23+00:00
ORD-045874,10,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,pending,2026-07-23T09:02:37+00:00
ORD-045875,6,7,Standing Desk 120cm,furniture,2,449.00,898.00,refunded,2026-07-23T12:25:59+00:00
ORD-045876,10,4,34in Ultrawide Monitor,displays,1,579.00,579.00,cancelled,2026-07-23T23:31:08+00:00
ORD-045877,2,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,pending,2026-07-23T00:02:20+00:00
ORD-045878,7,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,refunded,2026-07-23T20:31:37+00:00
ORD-045879,10,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,completed,2026-07-23T04:21:15+00:00
ORD-045880,4,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,completed,2026-07-23T07:21:54+00:00
ORD-045881,3,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,completed,2026-07-23T15:31:37+00:00
ORD-045882,2,3,27in 1440p Monitor,displays,4,319.99,1279.96,refunded,2026-07-23T21:18:12+00:00
ORD-045883,10,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-07-23T01:51:10+00:00
ORD-045884,6,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-07-23T03:15:20+00:00
ORD-045885,1,2,Wireless Mouse,peripherals,5,49.50,247.50,cancelled,2026-07-23T06:59:01+00:00
ORD-045886,1,7,Standing Desk 120cm,furniture,1,449.00,449.00,pending,2026-07-23T17:27:50+00:00
ORD-045887,4,8,Ergonomic Chair,furniture,4,612.75,2451.00,pending,2026-07-23T15:04:39+00:00
ORD-045888,8,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,refunded,2026-07-23T03:59:42+00:00
ORD-045889,4,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,refunded,2026-07-23T10:22:37+00:00
ORD-045890,4,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,cancelled,2026-07-23T01:12:25+00:00
ORD-045891,5,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,refunded,2026-07-23T06:12:52+00:00
ORD-045892,6,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,completed,2026-07-23T19:29:15+00:00
ORD-045893,4,2,Wireless Mouse,peripherals,1,49.50,49.50,pending,2026-07-23T21:10:37+00:00
ORD-045894,10,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,completed,2026-07-23T23:39:57+00:00
ORD-045895,7,5,Over-ear Headphones,audio,5,199.95,999.75,cancelled,2026-07-23T13:39:04+00:00
ORD-045896,5,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,cancelled,2026-07-23T14:11:28+00:00
ORD-045897,5,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,pending,2026-07-23T06:58:43+00:00
ORD-045898,1,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,cancelled,2026-07-23T18:00:54+00:00
ORD-045899,10,8,Ergonomic Chair,furniture,1,612.75,612.75,pending,2026-07-23T22:45:00+00:00
ORD-045900,5,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,pending,2026-07-23T13:06:18+00:00
ORD-045901,3,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,refunded,2026-07-23T02:46:40+00:00
ORD-045902,1,6,Desk Speakers Pair,audio,2,89.00,178.00,completed,2026-07-23T00:42:30+00:00
ORD-045903,8,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,pending,2026-07-23T17:56:18+00:00
ORD-045904,3,7,Standing Desk 120cm,furniture,1,449.00,449.00,cancelled,2026-07-23T11:13:02+00:00
ORD-045905,6,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,refunded,2026-07-23T15:59:57+00:00
ORD-045906,4,7,Standing Desk 120cm,furniture,3,449.00,1347.00,completed,2026-07-23T21:29:28+00:00
ORD-045907,2,2,Wireless Mouse,peripherals,3,49.50,148.50,refunded,2026-07-23T22:48:44+00:00
ORD-045908,5,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,pending,2026-07-23T00:25:22+00:00
ORD-045909,7,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,cancelled,2026-07-23T10:15:54+00:00
ORD-045910,8,8,Ergonomic Chair,furniture,3,612.75,1838.25,cancelled,2026-07-23T15:42:52+00:00
ORD-045911,1,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,completed,2026-07-23T09:59:40+00:00
ORD-045912,4,6,Desk Speakers Pair,audio,2,89.00,178.00,completed,2026-07-23T07:09:22+00:00
ORD-045913,4,7,Standing Desk 120cm,furniture,3,449.00,1347.00,completed,2026-07-23T23:34:03+00:00
ORD-045914,9,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,refunded,2026-07-23T09:13:28+00:00
ORD-045915,5,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-23T07:09:18+00:00
